codigo_unico,asunto,descripcion,tipo_tramite,prioridad_real
YAU-HIST-103141,Trámite de Licencia de Funcionamiento - Internacional,Solicitud de licencia de edificación para ampliación de vivienda residencial en Ronda de Pascual Bou 9 Piso 1 .,Licencia de Funcionamiento,Media
YAU-HIST-103142,Trámite de Licencia de Funcionamiento - Cuatro,Queja por servicios debido a fallas intermitentes en el alumbrado público de Plaza de Emperatriz López 5 Piso 5 .,Licencia de Funcionamiento,Media
YAU-HIST-103143,EMERGENCIA: Constancia de Posesión por hundimiento del suelo en el patio principal,Solicitud de inspección extraordinaria de seguridad en Pasaje Antonio Montero 52 debido a grietas graves y amenaza de derrumbe.,Constancia de Posesión,Urgente
YAU-HIST-103144,Consulta / Copia: Constancia de Posesión,Pedido de copias de actas de la junta vecinal de Calle Apolonia Escamilla 21 Apt. 35  correspondientes al periodo anterior.,Constancia de Posesión,Baja
YAU-HIST-103145,Urgente: Solicitud de Queja por Servicios por riesgo,Solicitud de inspección extraordinaria de seguridad en Callejón de Gerardo Echevarría 3 Apt. 76  debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Alta
YAU-HIST-103146,EMERGENCIA: Queja por Servicios por filtraciones severas de agua en las columnas,Solicitud de inspección extraordinaria de seguridad en Camino de Gracia Roda 622 Apt. 38  debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Urgente
YAU-HIST-103147,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-7765 presentado anteriormente.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103148,EMERGENCIA: Queja por Servicios por grietas profundas en los muros de carga,Fuga de agua masiva y riesgo de corto circuito en Vial de Lisandro Comas 70. Requiero intervención urgente por peligro inminente.,Queja por Servicios,Urgente
YAU-HIST-103149,Urgente: Solicitud de Constancia de Posesión por riesgo,Se solicita apoyo de inmediato por deslizamiento de tierra en el talud colindante que amenaza la seguridad pública en Pasadizo Marcela Expósito 46 Apt. 48 .,Constancia de Posesión,Alta
YAU-HIST-103150,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-4957 presentado anteriormente.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103151,Consulta / Copia: Licencia de Funcionamiento,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-1535 presentado anteriormente.,Licencia de Funcionamiento,Baja
YAU-HIST-103152,EMERGENCIA: Licencia de Funcionamiento por hundimiento del suelo en el patio principal,Fuga de agua masiva y riesgo de corto circuito en Vial de Casandra Murcia 80. Requiero intervención urgente por peligro inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-103153,Urgente: Solicitud de Constancia de Posesión por riesgo,Reporto peligro de colapso en Alameda Otilia Almeida 952 Puerta 8  debido a hundimiento del suelo en el patio principal. Solicito inspección de inmediato.,Constancia de Posesión,Alta
YAU-HIST-103154,Urgente: Solicitud de Queja por Servicios por riesgo,Solicitud de inspección extraordinaria de seguridad en Cuesta de Pía Aguiló 79 Puerta 6  debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Alta
YAU-HIST-103155,Trámite de Constancia de Posesión - Mientras,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Glorieta de Mohamed Báez 66 Apt. 47 .,Constancia de Posesión,Media
YAU-HIST-103156,Trámite de Constancia de Posesión - Políticos,Trámite regular para obtener la constancia de posesión del terreno denominado Calle María Belén Nieto 92.,Constancia de Posesión,Media
YAU-HIST-103157,Consulta / Copia: Queja por Servicios,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de queja por servicios.,Queja por Servicios,Baja
YAU-HIST-103158,Trámite de Inspección Técnica de Seguridad (ITSE) - Durante,Solicitud de licencia de edificación para ampliación de vivienda residencial en Plaza de Sebastian Campillo 70 Puerta 0 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103159,EMERGENCIA: Licencia de Edificación por hundimiento del suelo en el patio principal,Reporto peligro de colapso en Avenida de Cecilio Amo 58 Puerta 7  debido a hundimiento del suelo en el patio principal. Solicito inspección de inmediato.,Licencia de Edificación,Urgente
YAU-HIST-103160,Trámite de Licencia de Funcionamiento - De,Solicitud de licencia de edificación para ampliación de vivienda residencial en C. de Alexandra Palmer 66.,Licencia de Funcionamiento,Media
YAU-HIST-103161,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Realizo una consulta simple para solicitar información sobre los requisitos del trámite de inspección técnica de seguridad (itse).,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103162,EMERGENCIA: Licencia de Edificación por cables eléctricos expuestos a la intemperie,Se presenta una situación de emergencia por cables eléctricos expuestos a la intemperie en Camino de Susana Escrivá 44 Piso 9 . Existe un riesgo estructural inminente.,Licencia de Edificación,Urgente
YAU-HIST-103163,Trámite de Licencia de Funcionamiento - Sectores,Queja por servicios debido a fallas intermitentes en el alumbrado público de Plaza de Sol Lobo 60 Piso 6 .,Licencia de Funcionamiento,Media
YAU-HIST-103164,EMERGENCIA: Licencia de Edificación por hundimiento del suelo en el patio principal,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en Alameda de María Arroyo 34.,Licencia de Edificación,Urgente
YAU-HIST-103165,Trámite de Licencia de Funcionamiento - Señora,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cuesta Paz Diez 27 Piso 0 .,Licencia de Funcionamiento,Media
YAU-HIST-103166,Consulta / Copia: Licencia de Edificación,Pedido de copias de actas de la junta vecinal de Calle de Rosalva Hernandez 757 correspondientes al periodo anterior.,Licencia de Edificación,Baja
YAU-HIST-103167,Urgente: Solicitud de Licencia de Edificación por riesgo,Reporto peligro de colapso en Cañada de Aroa Bellido 93 debido a deslizamiento de tierra en el talud colindante. Solicito inspección de inmediato.,Licencia de Edificación,Alta
YAU-HIST-103168,Trámite de Licencia de Edificación - Importante,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Ronda Rosalina Azorin 63 Puerta 5 .,Licencia de Edificación,Media
YAU-HIST-103169,Consulta / Copia: Queja por Servicios,Pedido de copias de actas de la junta vecinal de Plaza María Luisa Bernad 97 correspondientes al periodo anterior.,Queja por Servicios,Baja
YAU-HIST-103170,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por debilitamiento de vigas por humedad extrema,Reporto peligro de colapso en Avenida de Noelia Galindo 5 Puerta 8  debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-103171,Trámite de Licencia de Funcionamiento - Medios,Queja por servicios debido a fallas intermitentes en el alumbrado público de Cuesta Ángel Ordóñez 167 Apt. 65 .,Licencia de Funcionamiento,Media
YAU-HIST-103172,EMERGENCIA: Licencia de Funcionamiento por filtraciones severas de agua en las columnas,Denuncia de riesgo estructural crítico en Glorieta Mariana Rocamora 54 por filtraciones severas de agua en las columnas. Se teme daño físico a las personas.,Licencia de Funcionamiento,Urgente
YAU-HIST-103173,EMERGENCIA: Licencia de Funcionamiento por grietas profundas en los muros de carga,Fuga de agua masiva y riesgo de corto circuito en Callejón Samuel Verdugo 463 Apt. 81 . Requiero intervención urgente por peligro inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-103174,EMERGENCIA: Licencia de Funcionamiento por grietas profundas en los muros de carga,Fuga de agua masiva y riesgo de corto circuito en Urbanización Raimundo Sabater 81. Requiero intervención urgente por peligro inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-103175,EMERGENCIA: Queja por Servicios por cables eléctricos expuestos a la intemperie,Se presenta una situación de emergencia por cables eléctricos expuestos a la intemperie en Urbanización de Pili Casanova 54. Existe un riesgo estructural inminente.,Queja por Servicios,Urgente
YAU-HIST-103176,Trámite de Licencia de Funcionamiento - Piel,Trámite regular para obtener la constancia de posesión del terreno denominado Pasaje de Soraya Roman 36 Piso 3 .,Licencia de Funcionamiento,Media
YAU-HIST-103177,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Solicitud de inspección extraordinaria de seguridad en Paseo de Matías Armengol 898 Piso 4  debido a grietas graves y amenaza de derrumbe.,Licencia de Funcionamiento,Alta
YAU-HIST-103178,Trámite de Inspección Técnica de Seguridad (ITSE) - Trabajo,Solicitud de licencia de edificación para ampliación de vivienda residencial en Callejón de Isaura Madrid 94 Puerta 5 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103179,Urgente: Solicitud de Licencia de Edificación por riesgo,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Pasaje Maribel Segura 40 Piso 6 . Existe un riesgo estructural inminente.,Licencia de Edificación,Alta
YAU-HIST-103180,Trámite de Constancia de Posesión - Servicios,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Paseo de Aitana Lucena 5 Apt. 07 .,Constancia de Posesión,Media
YAU-HIST-103181,Consulta / Copia: Licencia de Funcionamiento,Solicito duplicado del certificado de habitabilidad de la propiedad en Avenida de Mario Salgado 53 Apt. 15 .,Licencia de Funcionamiento,Baja
YAU-HIST-103182,Trámite de Constancia de Posesión - Alrededor,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Glorieta Benigno Barragán 1 Puerta 4 .,Constancia de Posesión,Media
YAU-HIST-103183,Trámite de Licencia de Edificación - Carta,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Acceso de Rómulo Palau 523.,Licencia de Edificación,Media
YAU-HIST-103184,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Se presenta una situación de emergencia por hundimiento del suelo en el patio principal en Urbanización de Beatriz Múgica 45 Piso 2 . Existe un riesgo estructural inminente.,Licencia de Funcionamiento,Alta
YAU-HIST-103185,Trámite de Licencia de Funcionamiento - Público,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Ronda Tito Antón 1.,Licencia de Funcionamiento,Media
YAU-HIST-103186,Consulta / Copia: Licencia de Edificación,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Camino Maite Bermúdez 1 Puerta 3 .,Licencia de Edificación,Baja
YAU-HIST-103187,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Reporto peligro de colapso en Ronda de Casemiro Bermúdez 798 Piso 1  debido a filtraciones severas de agua en las columnas. Solicito inspección de inmediato.,Licencia de Funcionamiento,Alta
YAU-HIST-103188,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Alameda Ani Garrido 74 debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-103189,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Denuncia de riesgo estructural crítico en Cañada Luna Medina 77 Apt. 86  por debilitamiento de vigas por humedad extrema. Se teme daño físico a las personas.,Licencia de Funcionamiento,Alta
YAU-HIST-103190,Trámite de Inspección Técnica de Seguridad (ITSE) - Artículo,Solicitud de licencia de edificación para ampliación de vivienda residencial en Callejón Lola Serrano 766 Puerta 2 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103191,Trámite de Queja por Servicios - Para,Solicitud de licencia de edificación para ampliación de vivienda residencial en Vial de Rafa Quintero 69.,Queja por Servicios,Media
YAU-HIST-103192,Urgente: Solicitud de Licencia de Edificación por riesgo,Reporto peligro de colapso en Rambla de Judith Guerrero 30 debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Licencia de Edificación,Alta
YAU-HIST-103193,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Ronda de Violeta Macias 6.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103194,Consulta / Copia: Licencia de Edificación,Pedido de copias de actas de la junta vecinal de Urbanización de Estrella Roca 22 Piso 0  correspondientes al periodo anterior.,Licencia de Edificación,Baja
YAU-HIST-103195,Consulta / Copia: Queja por Servicios,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-5451 presentado anteriormente.,Queja por Servicios,Baja
YAU-HIST-103196,Trámite de Inspección Técnica de Seguridad (ITSE) - Mujeres,Queja por servicios debido a fallas intermitentes en el alumbrado público de Urbanización de Ignacio Bosch 97 Piso 2 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103197,Trámite de Queja por Servicios - Siglo,Queja por servicios debido a fallas intermitentes en el alumbrado público de Cañada de Pastora Castellanos 4 Piso 9 .,Queja por Servicios,Media
YAU-HIST-103198,Trámite de Inspección Técnica de Seguridad (ITSE) - Intereses,Trámite regular para obtener la constancia de posesión del terreno denominado Plaza Teófila Delgado 88 Puerta 3 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103199,Trámite de Licencia de Funcionamiento - País,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Paseo Yolanda Ramos 84 Piso 4 .,Licencia de Funcionamiento,Media
YAU-HIST-103200,Urgente: Solicitud de Constancia de Posesión por riesgo,Solicitud de inspección extraordinaria de seguridad en Glorieta Zaida Pazos 9 debido a grietas graves y amenaza de derrumbe.,Constancia de Posesión,Alta
YAU-HIST-103201,Consulta / Copia: Constancia de Posesión,Pedido de copias de actas de la junta vecinal de Vial Pedro Vilaplana 53 correspondientes al periodo anterior.,Constancia de Posesión,Baja
YAU-HIST-103202,Trámite de Inspección Técnica de Seguridad (ITSE) - Tomar,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Paseo de Ofelia Bermudez 93 Puerta 5 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103203,Consulta / Copia: Licencia de Edificación,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-4046 presentado anteriormente.,Licencia de Edificación,Baja
YAU-HIST-103204,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Reporto peligro de colapso en Rambla Casandra Perez 95 Apt. 67  debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-103205,Trámite de Inspección Técnica de Seguridad (ITSE) - Práctica,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Glorieta Brígida Fuertes 4 Piso 8 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103206,EMERGENCIA: Licencia de Funcionamiento por filtraciones severas de agua en las columnas,Se solicita apoyo de inmediato por filtraciones severas de agua en las columnas que amenaza la seguridad pública en Calle Gustavo Bas 46.,Licencia de Funcionamiento,Urgente
YAU-HIST-103207,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Denuncia de riesgo estructural crítico en Rambla Mateo Crespo 6 Puerta 7  por deslizamiento de tierra en el talud colindante. Se teme daño físico a las personas.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-103208,Trámite de Licencia de Edificación - Varios,Solicitud de licencia de edificación para ampliación de vivienda residencial en Camino Magdalena Cal 91.,Licencia de Edificación,Media
YAU-HIST-103209,Trámite de Inspección Técnica de Seguridad (ITSE) - Médico,Queja por servicios debido a fallas intermitentes en el alumbrado público de Glorieta de Manolo Botella 5.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103210,EMERGENCIA: Licencia de Edificación por debilitamiento de vigas por humedad extrema,Fuga de agua masiva y riesgo de corto circuito en Glorieta Josep Blanes 65 Apt. 01 . Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Urgente
YAU-HIST-103211,Consulta / Copia: Constancia de Posesión,Pedido de copias de actas de la junta vecinal de Calle Goyo Barral 14 Piso 7  correspondientes al periodo anterior.,Constancia de Posesión,Baja
YAU-HIST-103212,Consulta / Copia: Constancia de Posesión,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-8130 presentado anteriormente.,Constancia de Posesión,Baja
YAU-HIST-103213,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Realizo una consulta simple para solicitar información sobre los requisitos del trámite de inspección técnica de seguridad (itse).,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103214,Consulta / Copia: Licencia de Funcionamiento,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-1766 presentado anteriormente.,Licencia de Funcionamiento,Baja
YAU-HIST-103215,Trámite de Inspección Técnica de Seguridad (ITSE) - Concepto,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Calle Sigfrido Melero 2 Apt. 61 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103216,Urgente: Solicitud de Queja por Servicios por riesgo,Fuga de agua masiva y riesgo de corto circuito en Avenida de Ale Barral 522 Apt. 16 . Requiero intervención urgente por peligro inminente.,Queja por Servicios,Alta
YAU-HIST-103217,Urgente: Solicitud de Queja por Servicios por riesgo,Se presenta una situación de emergencia por deslizamiento de tierra en el talud colindante en Pasadizo de Ángela Casas 81. Existe un riesgo estructural inminente.,Queja por Servicios,Alta
YAU-HIST-103218,Trámite de Licencia de Funcionamiento - Reunión,Queja por servicios debido a fallas intermitentes en el alumbrado público de Rambla de Florentina Piquer 396 Apt. 83 .,Licencia de Funcionamiento,Media
YAU-HIST-103219,Consulta / Copia: Licencia de Funcionamiento,Solicito duplicado del certificado de habitabilidad de la propiedad en Camino de Nerea Boix 1 Piso 9 .,Licencia de Funcionamiento,Baja
YAU-HIST-103220,EMERGENCIA: Queja por Servicios por hundimiento del suelo en el patio principal,Denuncia de riesgo estructural crítico en Acceso América Castilla 88 por hundimiento del suelo en el patio principal. Se teme daño físico a las personas.,Queja por Servicios,Urgente
YAU-HIST-103221,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Se presenta una situación de emergencia por filtraciones severas de agua en las columnas en Rambla Esteban Anglada 8. Existe un riesgo estructural inminente.,Licencia de Funcionamiento,Alta
YAU-HIST-103222,EMERGENCIA: Queja por Servicios por debilitamiento de vigas por humedad extrema,Solicitud de inspección extraordinaria de seguridad en Cuesta de Macaria Castells 93 Piso 1  debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Urgente
YAU-HIST-103223,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Fuga de agua masiva y riesgo de corto circuito en Avenida de Manolo Nadal 60. Requiero intervención urgente por peligro inminente.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-103224,Trámite de Licencia de Funcionamiento - Fuerte,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Pasadizo Salomón Alcázar 50.,Licencia de Funcionamiento,Media
YAU-HIST-103225,Trámite de Queja por Servicios - Pequeña,Solicitud de licencia de edificación para ampliación de vivienda residencial en Rambla Juan Francisco Alberto 55.,Queja por Servicios,Media
YAU-HIST-103226,Trámite de Inspección Técnica de Seguridad (ITSE) - Muestra,Solicitud de licencia de edificación para ampliación de vivienda residencial en Pasaje de Nilda Pujol 150 Piso 1 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103227,Consulta / Copia: Queja por Servicios,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio C. de Javiera Jover 20 Piso 5 .,Queja por Servicios,Baja
YAU-HIST-103228,EMERGENCIA: Constancia de Posesión por filtraciones severas de agua en las columnas,Reporto peligro de colapso en Vial de Isidro Villa 978 Puerta 7  debido a filtraciones severas de agua en las columnas. Solicito inspección de inmediato.,Constancia de Posesión,Urgente
YAU-HIST-103229,EMERGENCIA: Licencia de Funcionamiento por debilitamiento de vigas por humedad extrema,Fuga de agua masiva y riesgo de corto circuito en Ronda de Josefina Gámez 4 Piso 0 . Requiero intervención urgente por peligro inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-103230,Urgente: Solicitud de Queja por Servicios por riesgo,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Vial Pía Alvarado 2 Puerta 3 . Existe un riesgo estructural inminente.,Queja por Servicios,Alta
YAU-HIST-103231,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Callejón Alma Lluch 11 Apt. 80 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103232,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Se presenta una situación de emergencia por filtraciones severas de agua en las columnas en Via de Martirio Jerez 495. Existe un riesgo estructural inminente.,Licencia de Funcionamiento,Alta
YAU-HIST-103233,Consulta / Copia: Licencia de Funcionamiento,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Cañada de Candelario Carro 17.,Licencia de Funcionamiento,Baja
YAU-HIST-103234,Trámite de Inspección Técnica de Seguridad (ITSE) - Nadie,Solicitud de licencia de edificación para ampliación de vivienda residencial en Cañada Valero Castellanos 639 Apt. 67 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103235,Trámite de Inspección Técnica de Seguridad (ITSE) - Información,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Urbanización de Edmundo Prada 90.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103236,Trámite de Constancia de Posesión - Vio,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Alameda de Ricardo Company 925 Puerta 2 .,Constancia de Posesión,Media
YAU-HIST-103237,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Paseo Valentina Abellán 9.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103238,Trámite de Queja por Servicios - Toma,Queja por servicios debido a fallas intermitentes en el alumbrado público de Urbanización Raúl Gallego 7.,Queja por Servicios,Media
YAU-HIST-103239,Urgente: Solicitud de Constancia de Posesión por riesgo,Solicitud de inspección extraordinaria de seguridad en Paseo de Lucía Martí 77 Puerta 7  debido a grietas graves y amenaza de derrumbe.,Constancia de Posesión,Alta
YAU-HIST-103240,Consulta / Copia: Queja por Servicios,Solicito duplicado del certificado de habitabilidad de la propiedad en Callejón de Moisés Gilabert 54.,Queja por Servicios,Baja
YAU-HIST-103241,EMERGENCIA: Licencia de Edificación por debilitamiento de vigas por humedad extrema,Fuga de agua masiva y riesgo de corto circuito en Alameda de Eugenio Bernad 45 Apt. 75 . Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Urgente
YAU-HIST-103242,Trámite de Licencia de Funcionamiento - Destino,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Rambla de Águeda Vaquero 974 Puerta 7 .,Licencia de Funcionamiento,Media
YAU-HIST-103243,Trámite de Licencia de Edificación - Cultural,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Avenida Julieta Manuel 762 Piso 5 .,Licencia de Edificación,Media
YAU-HIST-103244,EMERGENCIA: Queja por Servicios por debilitamiento de vigas por humedad extrema,Se presenta una situación de emergencia por debilitamiento de vigas por humedad extrema en Cuesta Teobaldo Jimenez 53. Existe un riesgo estructural inminente.,Queja por Servicios,Urgente
YAU-HIST-103245,Trámite de Licencia de Edificación - Julio,Solicitud de licencia de edificación para ampliación de vivienda residencial en Alameda de Calixto Palma 24 Puerta 6 .,Licencia de Edificación,Media
YAU-HIST-103246,Trámite de Licencia de Edificación - Camino,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Plaza Xiomara Ayllón 935 Apt. 01 .,Licencia de Edificación,Media
YAU-HIST-103247,Consulta / Copia: Licencia de Edificación,Solicito información general sobre los planos catastrales de la zona de Avenida Marta Morán 372.,Licencia de Edificación,Baja
YAU-HIST-103248,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito duplicado del certificado de habitabilidad de la propiedad en Vial Azucena Lucas 334 Piso 6 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103249,Consulta / Copia: Licencia de Edificación,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Camino Eusebia Vizcaíno 16 Apt. 80 .,Licencia de Edificación,Baja
YAU-HIST-103250,Consulta / Copia: Licencia de Edificación,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-8412 presentado anteriormente.,Licencia de Edificación,Baja
YAU-HIST-103251,Trámite de Constancia de Posesión - Problema,Solicitud de licencia de edificación para ampliación de vivienda residencial en C. de Margarita Torre 6 Piso 4 .,Constancia de Posesión,Media
YAU-HIST-103252,EMERGENCIA: Licencia de Edificación por grietas profundas en los muros de carga,Solicitud de inspección extraordinaria de seguridad en Acceso Jose Ignacio Correa 70 Piso 4  debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Urgente
YAU-HIST-103253,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Cuesta Elías Asensio 73 Puerta 4 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103254,Trámite de Licencia de Edificación - Distintos,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Vial Leocadia Oller 37.,Licencia de Edificación,Media
YAU-HIST-103255,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Solicitud de inspección extraordinaria de seguridad en Rambla Che Palau 93 Apt. 07  debido a grietas graves y amenaza de derrumbe.,Licencia de Funcionamiento,Alta
YAU-HIST-103256,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por hundimiento del suelo en el patio principal,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en Alameda de Carmela Chamorro 3 Piso 2 .,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-103257,Trámite de Queja por Servicios - Materia,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Glorieta de Elvira Peláez 97 Piso 4 .,Queja por Servicios,Media
YAU-HIST-103258,EMERGENCIA: Constancia de Posesión por grietas profundas en los muros de carga,Solicitud de inspección extraordinaria de seguridad en Pasaje Chelo Alonso 25 Puerta 9  debido a grietas graves y amenaza de derrumbe.,Constancia de Posesión,Urgente
YAU-HIST-103259,Trámite de Licencia de Edificación - Respuesta,Solicitud de licencia de edificación para ampliación de vivienda residencial en Pasaje Almudena Perera 31.,Licencia de Edificación,Media
YAU-HIST-103260,Urgente: Solicitud de Constancia de Posesión por riesgo,Solicitud de inspección extraordinaria de seguridad en Via de Nadia Melero 425 Puerta 1  debido a grietas graves y amenaza de derrumbe.,Constancia de Posesión,Alta
YAU-HIST-103261,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por cables eléctricos expuestos a la intemperie,Se solicita apoyo de inmediato por cables eléctricos expuestos a la intemperie que amenaza la seguridad pública en Paseo de Gaspar Vizcaíno 68 Puerta 9 .,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-103262,Urgente: Solicitud de Queja por Servicios por riesgo,Reporto peligro de colapso en Pasaje de Victor Rovira 66 Puerta 0  debido a cables eléctricos expuestos a la intemperie. Solicito inspección de inmediato.,Queja por Servicios,Alta
YAU-HIST-103263,Trámite de Licencia de Edificación - Educación,Queja por servicios debido a fallas intermitentes en el alumbrado público de Acceso Máximo Mateo 543 Apt. 68 .,Licencia de Edificación,Media
YAU-HIST-103264,Trámite de Constancia de Posesión - Plazo,Solicitud de licencia de edificación para ampliación de vivienda residencial en Alameda Rosalina Reguera 122 Puerta 4 .,Constancia de Posesión,Media
YAU-HIST-103265,Trámite de Licencia de Funcionamiento - Acuerdo,Trámite regular para obtener la constancia de posesión del terreno denominado C. de Joaquina Hernando 61.,Licencia de Funcionamiento,Media
YAU-HIST-103266,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-103267,Consulta / Copia: Licencia de Funcionamiento,Solicito información general sobre los planos catastrales de la zona de Urbanización de María Dolores Maestre 243 Puerta 4 .,Licencia de Funcionamiento,Baja
